AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
KZK_AUFKOSTENSTELLE;KZK_AUFKOSTENSTELLE
KZK_AUFKOSTENTRAEGER;KZK_AUFKOSTENTRAEGER
KZK_AUFABTEILUNG;KZK_AUFABTEILUNG
KZK_AUFDIMENSION;KZK_AUFDIMENSION
KZK_AUFGESCHAEFTSBEREICH;KZK_AUFGESCHAEFTSBEREICH
KZK_AENDERUNGSDATUM;KZK_AENDERUNGSDATUM
KZK_ERSTELLDATUM;KZK_ERSTELLDATUM
KZK_LETZTERUSER;KZK_LETZTERUSER
KZK_ERSTELLUSER;KZK_ERSTELLUSER
KZK_AKTIV;KZK_AKTIV
KZK_MODELLNR;KZK_MODELLNR
KZK_KOREMENGENNR;KZK_KOREMENGENNR
KZK_BERECHNUNG_ZIEL;KZK_BERECHNUNG_ZIEL
KZU_FIRMENNR (PK);KZU_FIRMENNR
KZU_KORENR (PK);KZU_KORENR
KZU_ZUGEORDNETE_FIRMENNR (PK);KZU_ZUGEORDNETE_FIRMENNR
KZU_ZUGEORDNETE_KORENR (PK);KZU_ZUGEORDNETE_KORENR
KZU_UMRECHNUNGSFAKTOR;KZU_UMRECHNUNGSFAKTOR
KZU_FIXDATUM;KZU_FIXDATUM
KZU_WAEHRUNGSCODE;KZU_WAEHRUNGSCODE
KZU_AENDERUNGSDATUM;KZU_AENDERUNGSDATUM
KZU_ERSTELLDATUM;KZU_ERSTELLDATUM
KZU_ERSTELLUSER;KZU_ERSTELLUSER
KZU_LETZTERUSER;KZU_LETZTERUSER
KZU_ZIEL_KOSTENTYP;KZU_ZIEL_KOSTENTYP
KZU_ZIEL_KOSTENSTAMMNR;KZU_ZIEL_KOSTENSTAMMNR
KZU_SORTIERUNG;KZU_SORTIERUNG
KZZ_FIRMENNR (PK);KZZ_FIRMENNR
KZZ_KORENR (PK);KZZ_KORENR
KZZ_LFDNR (PK);KZZ_LFDNR
KZZ_KBA_KOREBAUMNR;KZZ_KBA_KOREBAUMNR
KZZ_KOSTENTYP;KZZ_KOSTENTYP
KZZ_KOSTENSTAMMNR;KZZ_KOSTENSTAMMNR
KZZ_KNOTENREFNR;KZZ_KNOTENREFNR
KZZ_BKZ_FIRMENNR;KZZ_BKZ_FIRMENNR
KZZ_BKZ_KZNR;KZZ_BKZ_KZNR
KZZ_BKZ_KZPAKETNR;KZZ_BKZ_KZPAKETNR
KZZ_AENDERUNGSDATUM;KZZ_AENDERUNGSDATUM
KZZ_ERSTELLDATUM;KZZ_ERSTELLDATUM
KZZ_ERSTELLUSER;KZZ_ERSTELLUSER
KZZ_LETZTERUSER;KZZ_LETZTERUSER
KZZ_BKZ_ISTEIGENE;KZZ_BKZ_ISTEIGENE
PMX_PLANMENGENEXTID (PK);PMX_PLANMENGENEXTID
PMX_FIRMENNR;PMX_FIRMENNR
PMX_KORENR;PMX_KORENR
PMX_MODELLNR;PMX_MODELLNR
PMX_FIBUNR;PMX_FIBUNR
PMX_BUART;PMX_BUART
PMX_MONAT;PMX_MONAT
PMX_KOREMENGENNR;PMX_KOREMENGENNR
PMX_KONTONR;PMX_KONTONR
PMX_GLSCHEMANR;PMX_GLSCHEMANR
PMX_GLTEXTNR;PMX_GLTEXTNR
PMX_KOSTENSTELLE;PMX_KOSTENSTELLE
PMX_KOSTENTRAEGER;PMX_KOSTENTRAEGER
PMX_ABTEILUNG;PMX_ABTEILUNG
PMX_DIMENSION;PMX_DIMENSION
PMX_GESCHAEFTSBEREICH;PMX_GESCHAEFTSBEREICH
PMX_EXCEL_FILENAME;PMX_EXCEL_FILENAME
PMX_EXCEL_WORKSHEETNAME;PMX_EXCEL_WORKSHEETNAME
PMX_EXCEL_CELLNAME;PMX_EXCEL_CELLNAME
PMX_AENDERUNGSDATUM;PMX_AENDERUNGSDATUM
PMX_ERSTELLDATUM;PMX_ERSTELLDATUM
PMX_ERSTELLUSER;PMX_ERSTELLUSER
PMX_LETZTERUSER;PMX_LETZTERUSER
PMX_MG_EXCEL_FILENAME;PMX_MG_EXCEL_FILENAME
PMX_MG_EXCEL_WORKSHEETNAME;PMX_MG_EXCEL_WORKSHEETNAME
PMX_MG_EXCEL_CELLNAME;PMX_MG_EXCEL_CELLNAME
PMX_WERT1;PMX_WERT1
PMX_WERT2;PMX_WERT2
PMX_WERT3;PMX_WERT3
PMX_MG_WERT1;PMX_MG_WERT1
PMX_MG_WERT2;PMX_MG_WERT2
PMX_MG_WERT3;PMX_MG_WERT3
PMX_EXCEL_ARCHIVNR;PMX_EXCEL_ARCHIVNR
PMX_EXCEL_DOKUMENTENNR;PMX_EXCEL_DOKUMENTENNR
PMX_MG_EXCEL_ARCHIVNR;PMX_MG_EXCEL_ARCHIVNR
PMX_MG_EXCEL_DOKUMENTENNR;PMX_MG_EXCEL_DOKUMENTENNR
PMX_BEZ1;PMX_BEZ1
PMX_BEZ2;PMX_BEZ2
PMX_BEZ3;PMX_BEZ3
PMX_MG_BEZ1;PMX_MG_BEZ1
PMX_MG_BEZ2;PMX_MG_BEZ2
PMX_MG_BEZ3;PMX_MG_BEZ3
PMX_ABH_KONTONR;PMX_ABH_KONTONR
PMX_ABH_GLSCHEMANR;PMX_ABH_GLSCHEMANR
PMX_ABH_GLTEXTNR;PMX_ABH_GLTEXTNR
PMX_MG_ABH_KONTONR;PMX_MG_ABH_KONTONR
PMX_MG_ABH_GLSCHEMANR;PMX_MG_ABH_GLSCHEMANR
PMX_MG_ABH_GLTEXTNR;PMX_MG_ABH_GLTEXTNR
PMX_ABH_PROZENT;PMX_ABH_PROZENT
PMX_MG_ABH_PROZENT;PMX_MG_ABH_PROZENT
PMX_ABH_MENGENNR;PMX_ABH_MENGENNR
PMX_ABH_KOSTENNR;PMX_ABH_KOSTENNR
PMX_ABH_KOSTENTYP;PMX_ABH_KOSTENTYP
PMX_MG_ABH_MENGENNR;PMX_MG_ABH_MENGENNR
PMX_MG_ABH_KOSTENNR;PMX_MG_ABH_KOSTENNR
PMX_MG_ABH_KOSTENTYP;PMX_MG_ABH_KOSTENTYP
PMX_ABH_KOSTENSTELLE;PMX_ABH_KOSTENSTELLE
PMX_ABH_KOSTENTRAEGER;PMX_ABH_KOSTENTRAEGER
PMX_ABH_ABTEILUNG;PMX_ABH_ABTEILUNG
PMX_ABH_DIMENSION;PMX_ABH_DIMENSION
PMX_ABH_GESCHAEFTSBEREICH;PMX_ABH_GESCHAEFTSBEREICH
PMX_MG_ABH_KOSTENSTELLE;PMX_MG_ABH_KOSTENSTELLE
PMX_MG_ABH_KOSTENTRAEGER;PMX_MG_ABH_KOSTENTRAEGER
PMX_MG_ABH_ABTEILUNG;PMX_MG_ABH_ABTEILUNG
PMX_MG_ABH_DIMENSION;PMX_MG_ABH_DIMENSION
PMX_MG_ABH_GESCHAEFTSBER;PMX_MG_ABH_GESCHAEFTSBER
PMX_AKTIV;PMX_AKTIV
PMX_MG_AKTIV;PMX_MG_AKTIV
PMX_PLANJAHR;PMX_PLANJAHR
PWX_PLANWERTEEXTID (PK);PWX_PLANWERTEEXTID
PWX_GESCHAEFTSBEREICH;PWX_GESCHAEFTSBEREICH
PWX_EXCEL_FILENAME;PWX_EXCEL_FILENAME
PWX_EXCEL_WORKSHEETNAME;PWX_EXCEL_WORKSHEETNAME
PWX_EXCEL_CELLNAME;PWX_EXCEL_CELLNAME
PWX_AENDERUNGSDATUM;PWX_AENDERUNGSDATUM
PWX_ERSTELLDATUM;PWX_ERSTELLDATUM
PWX_ERSTELLUSER;PWX_ERSTELLUSER
PWX_LETZTERUSER;PWX_LETZTERUSER
PWX_FIRMENNR;PWX_FIRMENNR
PWX_KORENR;PWX_KORENR
PWX_MODELLNR;PWX_MODELLNR
PWX_FIBUNR;PWX_FIBUNR
PWX_BUART;PWX_BUART
PWX_MONAT;PWX_MONAT
PWX_KONTONR;PWX_KONTONR
PWX_GLSCHEMANR;PWX_GLSCHEMANR
PWX_GLTEXTNR;PWX_GLTEXTNR
PWX_KOSTENSTELLE;PWX_KOSTENSTELLE
PWX_KOSTENTRAEGER;PWX_KOSTENTRAEGER
PWX_ABTEILUNG;PWX_ABTEILUNG
PWX_DIMENSION;PWX_DIMENSION
PWX_WERT1;PWX_WERT1
PWX_WERT2;PWX_WERT2
PWX_WERT3;PWX_WERT3
PWX_EXCEL_ARCHIVNR;PWX_EXCEL_ARCHIVNR
PWX_EXCEL_DOKUMENTENNR;PWX_EXCEL_DOKUMENTENNR
PWX_BEZ1;PWX_BEZ1
PWX_BEZ2;PWX_BEZ2
PWX_BEZ3;PWX_BEZ3
PWX_ABH_KONTONR;PWX_ABH_KONTONR
PWX_ABH_GLSCHEMANR;PWX_ABH_GLSCHEMANR
PWX_ABH_GLTEXTNR;PWX_ABH_GLTEXTNR
PWX_ABH_PROZENT;PWX_ABH_PROZENT
PWX_ABH_KOSTENNR;PWX_ABH_KOSTENNR
PWX_ABH_KOSTENTYP;PWX_ABH_KOSTENTYP
PWX_ABH_MENGENNR;PWX_ABH_MENGENNR
PWX_FERTIGSTATUS;PWX_FERTIGSTATUS
PWX_POSTITNR;PWX_POSTITNR
PWX_ABH_KOSTENSTELLE;PWX_ABH_KOSTENSTELLE
PWX_ABH_KOSTENTRAEGER;PWX_ABH_KOSTENTRAEGER
PWX_ABH_ABTEILUNG;PWX_ABH_ABTEILUNG
PWX_ABH_DIMENSION;PWX_ABH_DIMENSION
PWX_ABH_GESCHAEFTSBEREICH;PWX_ABH_GESCHAEFTSBEREICH
PWX_AKTIV;PWX_AKTIV
PWX_PLANJAHR;PWX_PLANJAHR
SCX_FIRMENNR (PK);SCX_FIRMENNR
SCX_KORENR (PK);SCX_KORENR
SCX_ABWART (PK);SCX_ABWART
SCX_ERFASSART (PK);SCX_ERFASSART
SCX_EXPORTMONAT1;SCX_EXPORTMONAT1
SCX_EXPORTMONAT2;SCX_EXPORTMONAT2
SCX_EXPORTMONAT3;SCX_EXPORTMONAT3
SCX_EXPORTMONAT4;SCX_EXPORTMONAT4
SCX_EXPORTMONAT5;SCX_EXPORTMONAT5
SCX_EXPORTMONAT6;SCX_EXPORTMONAT6
SCX_EXPORTMONAT7;SCX_EXPORTMONAT7
SCX_EXPORTMONAT8;SCX_EXPORTMONAT8
SCX_EXPORTMONAT9;SCX_EXPORTMONAT9
SCX_EXPORTMONAT10;SCX_EXPORTMONAT10
SCX_EXPORTMONAT11;SCX_EXPORTMONAT11
SCX_EXPORTMONAT12;SCX_EXPORTMONAT12
SCX_AENDERUNGSDATUM;SCX_AENDERUNGSDATUM
SCX_ERSTELLDATUM;SCX_ERSTELLDATUM
SCX_ERSTELLUSER;SCX_ERSTELLUSER
SCX_LETZTERUSER;SCX_LETZTERUSER
UDI_FIRMENNR (PK);UDI_FIRMENNR
UDI_KORENR (PK);UDI_KORENR
UDI_VARIANTE (PK);UDI_VARIANTE
UDI_UMLAGEISTLFDNR (PK);UDI_UMLAGEISTLFDNR
UDI_AUFKOSTENTYP;UDI_AUFKOSTENTYP
UDI_ORIGINALKONTONR;UDI_ORIGINALKONTONR
UDI_MITENTLASTUNG;UDI_MITENTLASTUNG
UDI_FIX_SALDO3;UDI_FIX_SALDO3
UDI_FIX_SALDO4;UDI_FIX_SALDO4
UDI_FIX_SALDO5;UDI_FIX_SALDO5
UDI_FIX_SALDO6;UDI_FIX_SALDO6
UDI_FIX_SALDO7;UDI_FIX_SALDO7
UDI_FIX_SALDO8;UDI_FIX_SALDO8
UDI_FIX_SALDO9;UDI_FIX_SALDO9
UDI_FIX_SALDO10;UDI_FIX_SALDO10
UDI_FIX_SALDO11;UDI_FIX_SALDO11
UDI_FIX_SALDO12;UDI_FIX_SALDO12
UDI_FIX_SALDOVJ;UDI_FIX_SALDOVJ
UDI_VAR_SALDO1;UDI_VAR_SALDO1
UDI_VAR_SALDO2;UDI_VAR_SALDO2
UDI_VAR_SALDO3;UDI_VAR_SALDO3
UDI_VAR_SALDO4;UDI_VAR_SALDO4
UDI_VAR_SALDO5;UDI_VAR_SALDO5
UDI_VAR_SALDO6;UDI_VAR_SALDO6
UDI_VAR_SALDO7;UDI_VAR_SALDO7
UDI_VAR_SALDO8;UDI_VAR_SALDO8
UDI_VAR_SALDO9;UDI_VAR_SALDO9
UDI_VAR_SALDO10;UDI_VAR_SALDO10
UDI_VAR_SALDO11;UDI_VAR_SALDO11
UDI_VAR_SALDO12;UDI_VAR_SALDO12
UDI_VAR_SALDOVJ;UDI_VAR_SALDOVJ
UDI_AENDERUNGSDATUM;UDI_AENDERUNGSDATUM
UDI_ERSTELLDATUM;UDI_ERSTELLDATUM
UDI_LETZTERUSER;UDI_LETZTERUSER
UDI_ERSTELLUSER;UDI_ERSTELLUSER
UDI_BUART;UDI_BUART
UDI_UMLAGEKOSTENTYP;UDI_UMLAGEKOSTENTYP
UDI_UMLAGEREIHENFOLGENR;UDI_UMLAGEREIHENFOLGENR
UDI_VONKOSTENSTAMMNR;UDI_VONKOSTENSTAMMNR
UDI_VONKOSTENTYP;UDI_VONKOSTENTYP
UDI_FIBUNR;UDI_FIBUNR
UDI_KONTONR;UDI_KONTONR
UDI_KOSTENSTELLE;UDI_KOSTENSTELLE
UDI_KOSTENTRAEGER;UDI_KOSTENTRAEGER
UDI_GESCHAEFTSBEREICH;UDI_GESCHAEFTSBEREICH
UDI_ABTEILUNG;UDI_ABTEILUNG
UDI_DIMENSION;UDI_DIMENSION
UDI_VONKOSTENSTELLE;UDI_VONKOSTENSTELLE
UDI_VONKOSTENTRAEGER;UDI_VONKOSTENTRAEGER
UDI_VONGESCHAEFTSBEREICH;UDI_VONGESCHAEFTSBEREICH
UDI_VONABTEILUNG;UDI_VONABTEILUNG
UDI_VONDIMENSION;UDI_VONDIMENSION
UDI_GLSCHEMANR;UDI_GLSCHEMANR
UDI_GLTEXTNR;UDI_GLTEXTNR
UDI_VAR_PROZENT1;UDI_VAR_PROZENT1
UDI_VAR_PROZENT2;UDI_VAR_PROZENT2
UDI_VAR_PROZENT3;UDI_VAR_PROZENT3
UDI_VAR_PROZENT4;UDI_VAR_PROZENT4
UDI_VAR_PROZENT5;UDI_VAR_PROZENT5
UDI_VAR_PROZENT6;UDI_VAR_PROZENT6
UDI_VAR_PROZENT7;UDI_VAR_PROZENT7
UDI_VAR_PROZENT8;UDI_VAR_PROZENT8
UDI_VAR_PROZENT9;UDI_VAR_PROZENT9
UDI_VAR_PROZENT10;UDI_VAR_PROZENT10
UDI_VAR_PROZENT11;UDI_VAR_PROZENT11
UDI_VAR_PROZENT12;UDI_VAR_PROZENT12
UDI_FIX_PROZENT1;UDI_FIX_PROZENT1
UDI_FIX_PROZENT2;UDI_FIX_PROZENT2
UDI_FIX_PROZENT3;UDI_FIX_PROZENT3
UDI_FIX_PROZENT4;UDI_FIX_PROZENT4
UDI_FIX_PROZENT5;UDI_FIX_PROZENT5
UDI_FIX_PROZENT6;UDI_FIX_PROZENT6
UDI_FIX_PROZENT7;UDI_FIX_PROZENT7
UDI_FIX_PROZENT8;UDI_FIX_PROZENT8
UDI_FIX_PROZENT9;UDI_FIX_PROZENT9
UDI_FIX_PROZENT10;UDI_FIX_PROZENT10
UDI_FIX_PROZENT11;UDI_FIX_PROZENT11
UDI_FIX_PROZENT12;UDI_FIX_PROZENT12
UDI_FIX_SALDO1;UDI_FIX_SALDO1
UDI_FIX_SALDO2;UDI_FIX_SALDO2
UDI_AUFALLETYPEN;UDI_AUFALLETYPEN
UDP_FIRMENNR (PK);UDP_FIRMENNR
UDP_KORENR (PK);UDP_KORENR
UDP_VARIANTE (PK);UDP_VARIANTE
UDP_UMLAGEPLANLFDNR (PK);UDP_UMLAGEPLANLFDNR
UDP_MODELLNR (PK);UDP_MODELLNR
UDP_AUFKOSTENTYP;UDP_AUFKOSTENTYP
UDP_ORIGINALKONTONR;UDP_ORIGINALKONTONR
UDP_MITENTLASTUNG;UDP_MITENTLASTUNG
UDP_FIX_SALDO4;UDP_FIX_SALDO4
UDP_FIX_SALDO5;UDP_FIX_SALDO5
UDP_FIX_SALDO6;UDP_FIX_SALDO6
UDP_FIX_SALDO7;UDP_FIX_SALDO7
UDP_FIX_SALDO8;UDP_FIX_SALDO8
UDP_FIX_SALDO9;UDP_FIX_SALDO9
UDP_FIX_SALDO10;UDP_FIX_SALDO10
UDP_FIX_SALDO11;UDP_FIX_SALDO11
UDP_FIX_SALDO12;UDP_FIX_SALDO12
UDP_FIX_SALDOVJ;UDP_FIX_SALDOVJ
UDP_VAR_SALDO1;UDP_VAR_SALDO1
UDP_VAR_SALDO2;UDP_VAR_SALDO2
UDP_VAR_SALDO3;UDP_VAR_SALDO3
UDP_VAR_SALDO4;UDP_VAR_SALDO4
UDP_VAR_SALDO5;UDP_VAR_SALDO5
UDP_VAR_SALDO6;UDP_VAR_SALDO6
UDP_VAR_SALDO7;UDP_VAR_SALDO7
UDP_VAR_SALDO8;UDP_VAR_SALDO8
UDP_VAR_SALDO9;UDP_VAR_SALDO9
UDP_VAR_SALDO10;UDP_VAR_SALDO10
UDP_VAR_SALDO11;UDP_VAR_SALDO11
UDP_VAR_SALDO12;UDP_VAR_SALDO12
UDP_VAR_SALDOVJ;UDP_VAR_SALDOVJ
UDP_AENDERUNGSDATUM;UDP_AENDERUNGSDATUM
UDP_ERSTELLDATUM;UDP_ERSTELLDATUM
UDP_LETZTERUSER;UDP_LETZTERUSER
UDP_ERSTELLUSER;UDP_ERSTELLUSER
UDP_BUART;UDP_BUART
UDP_UMLAGEREIHENFOLGENR;UDP_UMLAGEREIHENFOLGENR
UDP_UMLAGEKOSTENTYP;UDP_UMLAGEKOSTENTYP
UDP_FIBUNR;UDP_FIBUNR
UDP_KONTONR;UDP_KONTONR
UDP_KOSTENSTELLE;UDP_KOSTENSTELLE
UDP_KOSTENTRAEGER;UDP_KOSTENTRAEGER
UDP_ABTEILUNG;UDP_ABTEILUNG
UDP_GESCHAEFTSBEREICH;UDP_GESCHAEFTSBEREICH
UDP_DIMENSION;UDP_DIMENSION
UDP_VONKOSTENSTELLE;UDP_VONKOSTENSTELLE
UDP_VONKOSTENTRAEGER;UDP_VONKOSTENTRAEGER
UDP_VONABTEILUNG;UDP_VONABTEILUNG
UDP_VONGESCHAEFTSBEREICH;UDP_VONGESCHAEFTSBEREICH
UDP_VONDIMENSION;UDP_VONDIMENSION
UDP_GLSCHEMANR;UDP_GLSCHEMANR
UDP_GLTEXTNR;UDP_GLTEXTNR
UDP_VONKOSTENSTAMMNR;UDP_VONKOSTENSTAMMNR
UDP_VONKOSTENTYP;UDP_VONKOSTENTYP
UDP_VAR_PROZENT1;UDP_VAR_PROZENT1
UDP_VAR_PROZENT2;UDP_VAR_PROZENT2
UDP_VAR_PROZENT3;UDP_VAR_PROZENT3
UDP_VAR_PROZENT4;UDP_VAR_PROZENT4
UDP_VAR_PROZENT5;UDP_VAR_PROZENT5
UDP_VAR_PROZENT6;UDP_VAR_PROZENT6
UDP_VAR_PROZENT7;UDP_VAR_PROZENT7
UDP_VAR_PROZENT8;UDP_VAR_PROZENT8
UDP_VAR_PROZENT9;UDP_VAR_PROZENT9
UDP_VAR_PROZENT10;UDP_VAR_PROZENT10
UDP_VAR_PROZENT11;UDP_VAR_PROZENT11
UDP_VAR_PROZENT12;UDP_VAR_PROZENT12
UDP_FIX_PROZENT1;UDP_FIX_PROZENT1
UDP_FIX_PROZENT2;UDP_FIX_PROZENT2
UDP_FIX_PROZENT3;UDP_FIX_PROZENT3
UDP_FIX_PROZENT4;UDP_FIX_PROZENT4
UDP_FIX_PROZENT5;UDP_FIX_PROZENT5
UDP_FIX_PROZENT6;UDP_FIX_PROZENT6
UDP_FIX_PROZENT7;UDP_FIX_PROZENT7
UDP_FIX_PROZENT8;UDP_FIX_PROZENT8
UDP_FIX_PROZENT9;UDP_FIX_PROZENT9
UDP_FIX_PROZENT10;UDP_FIX_PROZENT10
UDP_FIX_PROZENT11;UDP_FIX_PROZENT11
UDP_FIX_PROZENT12;UDP_FIX_PROZENT12
UDP_FIX_SALDO1;UDP_FIX_SALDO1
UDP_FIX_SALDO2;UDP_FIX_SALDO2
UDP_FIX_SALDO3;UDP_FIX_SALDO3
UDP_AUFALLETYPEN;UDP_AUFALLETYPEN
UMI_FIRMENNR (PK);UMI_FIRMENNR
UMI_KORENR (PK);UMI_KORENR
UMI_VARIANTE (PK);UMI_VARIANTE
UMI_UMLAGEISTMGLFDNR (PK);UMI_UMLAGEISTMGLFDNR
UMI_BUART;UMI_BUART
UMI_AUFKOSTENTYP;UMI_AUFKOSTENTYP
UMI_ORIGINALKONTONR;UMI_ORIGINALKONTONR
UMI_MITENTLASTUNG;UMI_MITENTLASTUNG
UMI_FIX_SALDOVJ;UMI_FIX_SALDOVJ
UMI_VAR_SALDO1;UMI_VAR_SALDO1
UMI_VAR_SALDO2;UMI_VAR_SALDO2
UMI_VAR_SALDO3;UMI_VAR_SALDO3
UMI_VAR_SALDO4;UMI_VAR_SALDO4
UMI_VAR_SALDO5;UMI_VAR_SALDO5
UMI_VAR_SALDO6;UMI_VAR_SALDO6
UMI_VAR_SALDO7;UMI_VAR_SALDO7
UMI_VAR_SALDO8;UMI_VAR_SALDO8
UMI_VAR_SALDO9;UMI_VAR_SALDO9
UMI_VAR_SALDO10;UMI_VAR_SALDO10
UMI_VAR_SALDO11;UMI_VAR_SALDO11
UMI_VAR_SALDO12;UMI_VAR_SALDO12
UMI_VAR_SALDOVJ;UMI_VAR_SALDOVJ
UMI_FIX_PROZENT1;UMI_FIX_PROZENT1
UMI_FIX_PROZENT2;UMI_FIX_PROZENT2
UMI_FIX_PROZENT3;UMI_FIX_PROZENT3
UMI_FIX_PROZENT4;UMI_FIX_PROZENT4
UMI_FIX_PROZENT5;UMI_FIX_PROZENT5
UMI_FIX_PROZENT6;UMI_FIX_PROZENT6
UMI_FIX_PROZENT7;UMI_FIX_PROZENT7
UMI_FIX_PROZENT8;UMI_FIX_PROZENT8
UMI_FIX_PROZENT9;UMI_FIX_PROZENT9
UMI_FIX_PROZENT10;UMI_FIX_PROZENT10
UMI_FIX_PROZENT11;UMI_FIX_PROZENT11
UMI_FIX_PROZENT12;UMI_FIX_PROZENT12
UMI_VAR_PROZENT1;UMI_VAR_PROZENT1
UMI_VAR_PROZENT2;UMI_VAR_PROZENT2
UMI_VAR_PROZENT3;UMI_VAR_PROZENT3
UMI_VAR_PROZENT4;UMI_VAR_PROZENT4
UMI_VAR_PROZENT5;UMI_VAR_PROZENT5
UMI_VAR_PROZENT6;UMI_VAR_PROZENT6
UMI_VAR_PROZENT7;UMI_VAR_PROZENT7
UMI_VAR_PROZENT8;UMI_VAR_PROZENT8
UMI_VAR_PROZENT9;UMI_VAR_PROZENT9
UMI_VAR_PROZENT10;UMI_VAR_PROZENT10
UMI_VAR_PROZENT11;UMI_VAR_PROZENT11
UMI_VAR_PROZENT12;UMI_VAR_PROZENT12
UMI_FIX_SALDO2;UMI_FIX_SALDO2
UMI_FIX_SALDO8;UMI_FIX_SALDO8
UMI_UMLAGEKOSTENTYP;UMI_UMLAGEKOSTENTYP
UMI_UMLAGEREIHENFOLGENR;UMI_UMLAGEREIHENFOLGENR
UMI_VONKOSTENSTAMMNR;UMI_VONKOSTENSTAMMNR
UMI_VONKOSTENTYP;UMI_VONKOSTENTYP
UMI_FIBUNR;UMI_FIBUNR
UMI_KONTONR;UMI_KONTONR
UMI_KOREMENGENNR;UMI_KOREMENGENNR
UMI_KOSTENSTELLE;UMI_KOSTENSTELLE
UMI_KOSTENTRAEGER;UMI_KOSTENTRAEGER
UMI_DIMENSION;UMI_DIMENSION
UMI_GESCHAEFTSBEREICH;UMI_GESCHAEFTSBEREICH
UMI_ABTEILUNG;UMI_ABTEILUNG
UMI_VONKOSTENTRAEGER;UMI_VONKOSTENTRAEGER
UMI_VONKOSTENSTELLE;UMI_VONKOSTENSTELLE
UMI_VONDIMENSION;UMI_VONDIMENSION
UMI_VONGESCHAEFTSBEREICH;UMI_VONGESCHAEFTSBEREICH
UMI_VONABTEILUNG;UMI_VONABTEILUNG
UMI_GLSCHEMANR;UMI_GLSCHEMANR
UMI_GLTEXTNR;UMI_GLTEXTNR
UMI_KMENGE1;UMI_KMENGE1
UMI_KMENGE2;UMI_KMENGE2
UMI_KMENGE3;UMI_KMENGE3
UMI_KMENGE4;UMI_KMENGE4
UMI_KMENGE5;UMI_KMENGE5
UMI_KMENGE6;UMI_KMENGE6
UMI_KMENGE7;UMI_KMENGE7
UMI_KMENGE8;UMI_KMENGE8
UMI_KMENGE9;UMI_KMENGE9
UMI_KMENGE10;UMI_KMENGE10
UMI_KMENGE11;UMI_KMENGE11
UMI_KMENGE12;UMI_KMENGE12
UMI_KMENGEVJ;UMI_KMENGEVJ
UMI_AENDERUNGSDATUM;UMI_AENDERUNGSDATUM
UMI_ERSTELLDATUM;UMI_ERSTELLDATUM
UMI_LETZTERUSER;UMI_LETZTERUSER
UMI_ERSTELLUSER;UMI_ERSTELLUSER
UMI_FIX_SALDO1;UMI_FIX_SALDO1
UMI_FIX_SALDO3;UMI_FIX_SALDO3
UMI_FIX_SALDO4;UMI_FIX_SALDO4
UMI_FIX_SALDO5;UMI_FIX_SALDO5
UMI_FIX_SALDO6;UMI_FIX_SALDO6
UMI_FIX_SALDO7;UMI_FIX_SALDO7
UMI_FIX_SALDO9;UMI_FIX_SALDO9
UMI_FIX_SALDO10;UMI_FIX_SALDO10
UMI_FIX_SALDO11;UMI_FIX_SALDO11
UMI_FIX_SALDO12;UMI_FIX_SALDO12
UMI_AUFALLETYPEN;UMI_AUFALLETYPEN
UMP_FIRMENNR (PK);UMP_FIRMENNR
UMP_KORENR (PK);UMP_KORENR
UMP_VARIANTE (PK);UMP_VARIANTE
UMP_UMLAGEPLANMGLFDNR (PK);UMP_UMLAGEPLANMGLFDNR
UMP_MODELLNR (PK);UMP_MODELLNR
UMP_BUART;UMP_BUART
UMP_AUFKOSTENTYP;UMP_AUFKOSTENTYP
UMP_ORIGINALKONTONR;UMP_ORIGINALKONTONR
UMP_MITENTLASTUNG;UMP_MITENTLASTUNG
UMP_VAR_PROZENT3;UMP_VAR_PROZENT3
UMP_VAR_PROZENT4;UMP_VAR_PROZENT4
UMP_VAR_PROZENT5;UMP_VAR_PROZENT5
UMP_VAR_PROZENT6;UMP_VAR_PROZENT6
UMP_VAR_PROZENT7;UMP_VAR_PROZENT7
UMP_VAR_PROZENT8;UMP_VAR_PROZENT8
UMP_VAR_PROZENT9;UMP_VAR_PROZENT9
UMP_VAR_PROZENT10;UMP_VAR_PROZENT10
UMP_VAR_PROZENT11;UMP_VAR_PROZENT11
UMP_VAR_PROZENT12;UMP_VAR_PROZENT12
UMP_VAR_SALDO5;UMP_VAR_SALDO5
UMP_VAR_SALDO11;UMP_VAR_SALDO11
UMP_FIX_PROZENT2;UMP_FIX_PROZENT2
UMP_FIX_PROZENT8;UMP_FIX_PROZENT8
UMP_KMENGEVJ;UMP_KMENGEVJ
UMP_AENDERUNGSDATUM;UMP_AENDERUNGSDATUM
UMP_ERSTELLDATUM;UMP_ERSTELLDATUM
UMP_LETZTERUSER;UMP_LETZTERUSER
UMP_ERSTELLUSER;UMP_ERSTELLUSER
UMP_FIX_SALDO1;UMP_FIX_SALDO1
UMP_FIX_SALDO2;UMP_FIX_SALDO2
UMP_FIX_SALDO3;UMP_FIX_SALDO3
UMP_FIX_SALDO4;UMP_FIX_SALDO4
UMP_FIX_SALDO5;UMP_FIX_SALDO5
UMP_FIX_SALDO6;UMP_FIX_SALDO6
UMP_FIX_SALDO7;UMP_FIX_SALDO7
UMP_FIX_SALDO8;UMP_FIX_SALDO8
UMP_FIX_SALDO9;UMP_FIX_SALDO9
